date,cash,realized_pnl,open_pnl,total_pnl,portfolio_value,concurrent_positions,peak_value,drawdown,drawdown_pct
2016-05-13,1000000,0.0,860.8839850480683,860.8839850480683,1000860.883985048,51,1000860.883985048,0.0,0.0
2016-05-20,1000000,0.0,518.1581460315588,518.1581460315588,1000518.1581460316,66,1000860.883985048,-342.7258390164934,-0.03424310456133416
2016-05-27,1000000,0.0,-2370.0223008682883,-2370.0223008682883,997629.9776991317,100,1000860.883985048,-3230.9062859163387,-0.3228127242871253
2016-06-03,1000000,0.0,-7812.107381980658,-7812.107381980658,992187.8926180194,162,1000860.883985048,-8672.991367028677,-0.8665531349867645
2016-06-10,1000000,-22697.245,1227.4577240855126,-21469.787275914485,978530.2127240855,253,1000860.883985048,-22330.671260962496,-2.2311463679198096
2016-06-17,1000000,-53441.779,29942.788848902324,-23498.990151097678,976501.0098489024,238,1000860.883985048,-24359.874136145692,-2.4338921148715413
2016-06-24,1000000,-66924.572,55015.84681902497,-11908.72518097503,988091.274819025,206,1000860.883985048,-12769.609166023089,-1.275862546968501
2016-07-01,1000000,-58379.331999999995,60841.05096764216,2461.718967642162,1002461.7189676422,125,1002461.7189676422,0.0,0.0
2016-07-08,1000000,-58491.61,76233.1425388564,17741.532538856394,1017741.5325388564,147,1017741.5325388564,0.0,0.0
2016-07-15,1000000,-61728.626000000004,94912.43592192394,33183.80992192394,1033183.8099219239,221,1033183.8099219239,0.0,0.0
2016-07-22,1000000,-71647.986,118224.33102393955,46576.345023939546,1046576.3450239395,303,1046576.3450239395,0.0,0.0
2016-07-29,1000000,-73561.645,140668.81451898653,67107.16951898653,1067107.1695189865,304,1067107.1695189865,0.0,0.0
2016-08-05,1000000,-46332.10500000001,141162.99881321326,94830.89381321325,1094830.8938132133,307,1094830.8938132133,0.0,0.0
2016-08-12,1000000,-35231.719,154026.61083501333,118794.89183501333,1118794.8918350134,298,1118794.8918350134,0.0,0.0
2016-08-19,1000000,-40633.924,183917.67541011085,143283.75141011085,1143283.7514101109,297,1143283.7514101109,0.0,0.0
2016-08-26,1000000,-39955.37800000001,209416.17549711402,169460.797497114,1169460.797497114,297,1169460.797497114,0.0,0.0
2016-09-02,1000000,-5781.482000000007,202622.52381900098,196841.04181900097,1196841.041819001,266,1196841.041819001,0.0,0.0
2016-09-09,1000000,-7867.379000000008,223398.29894616466,215530.91994616465,1215530.9199461646,269,1215530.9199461646,0.0,0.0
2016-09-16,1000000,77202.18200000002,144673.11092405306,221875.2929240531,1221875.292924053,181,1221875.292924053,0.0,0.0
2016-09-23,1000000,85061.011,135351.448973617,220412.459973617,1220412.459973617,181,1221875.292924053,-1462.8329504360445,-0.1197203150687628
2016-09-30,1000000,69904.79100000001,160194.354504297,230099.145504297,1230099.145504297,191,1230099.145504297,0.0,0.0
2016-10-07,1000000,81232.257,152741.97349635966,233974.23049635964,1233974.2304963595,206,1233974.2304963595,0.0,0.0
2016-10-14,1000000,157582.4,75395.87443735666,232978.27443735665,1232978.2744373567,156,1233974.2304963595,-995.9560590027831,-0.08071125266547625
2016-10-21,1000000,175811.66,59036.29362007591,234847.95362007592,1234847.953620076,130,1234847.953620076,0.0,0.0
2016-10-28,1000000,185533.47000000003,51207.54501605288,236741.0150160529,1236741.0150160529,128,1236741.0150160529,0.0,0.0
2016-11-04,1000000,183903.04,55949.88378295352,239852.92378295353,1239852.9237829535,95,1239852.9237829535,0.0,0.0
2016-11-11,1000000,203760.01,40770.627777686845,244530.63777768685,1244530.6377776868,119,1244530.6377776868,0.0,0.0
2016-11-18,1000000,202990.81,46792.19419844837,249783.00419844838,1249783.0041984483,180,1249783.0041984483,0.0,0.0
2016-11-25,1000000,199090.77999999997,46914.75719825195,246005.53719825193,1246005.537198252,307,1249783.0041984483,-3777.467000196222,-0.30224982957092705
2016-12-02,1000000,195677.92699999997,38056.54230081607,233734.46930081604,1233734.469300816,315,1249783.0041984483,-16048.534897632198,-1.2841057082485265
2016-12-09,1000000,157644.07299999997,73265.89835661791,230909.97135661787,1230909.9713566178,293,1249783.0041984483,-18873.032841830514,-1.5101047764635578
2016-12-16,1000000,151581.57099999997,83340.62046250308,234922.19146250305,1234922.191462503,291,1249783.0041984483,-14860.81273594522,-1.1890714376833955
2016-12-23,1000000,128248.03899999998,121429.28018123188,249677.31918123184,1249677.3191812318,291,1249783.0041984483,-105.685017216485,-0.008456269357276655
2016-12-30,1000000,134697.35799999998,133956.24822319415,268653.60622319416,1268653.6062231942,260,1268653.6062231942,0.0,0.0
2017-01-06,1000000,174124.60799999995,113237.02820214783,287361.6362021478,1287361.6362021477,210,1287361.6362021477,0.0,0.0
2017-01-13,1000000,181977.952,122650.77067174872,304628.7226717487,1304628.7226717486,203,1304628.7226717486,0.0,0.0
2017-01-20,1000000,219591.998,97309.50878362934,316901.5067836293,1316901.5067836293,219,1316901.5067836293,0.0,0.0
2017-01-27,1000000,226146.75099999996,102677.3396332679,328824.0906332679,1328824.090633268,224,1328824.090633268,0.0,0.0
2017-02-03,1000000,219226.34799999997,122022.8484453635,341249.19644536346,1341249.1964453636,214,1341249.1964453636,0.0,0.0
2017-02-10,1000000,218783.349,138698.2008828063,357481.54988280626,1357481.5498828064,222,1357481.5498828064,0.0,0.0
2017-02-17,1000000,221925.78399999999,150756.12561614026,372681.90961614024,1372681.9096161402,248,1372681.9096161402,0.0,0.0
2017-02-24,1000000,227498.09599999993,157819.79631115656,385317.8923111565,1385317.8923111565,266,1385317.8923111565,0.0,0.0
2017-03-03,1000000,265286.053,130231.44709549604,395517.50009549607,1395517.500095496,236,1395517.500095496,0.0,0.0
2017-03-10,1000000,263772.145,138858.36453184122,402630.50953184126,1402630.5095318411,224,1402630.5095318411,0.0,0.0
2017-03-17,1000000,269938.27799999993,138955.70621609362,408893.98421609355,1408893.9842160936,207,1408893.9842160936,0.0,0.0
2017-03-24,1000000,257686.51399999997,158292.49576092156,415979.00976092153,1415979.0097609216,184,1415979.0097609216,0.0,0.0
2017-03-31,1000000,260136.744,167968.50115588238,428105.2451558824,1428105.2451558823,188,1428105.2451558823,0.0,0.0
2017-04-07,1000000,252543.46399999998,187366.2362819998,439909.7002819998,1439909.7002819998,201,1439909.7002819998,0.0,0.0
2017-04-14,1000000,266873.33699999994,186588.72140469198,453462.0584046919,1453462.058404692,175,1453462.058404692,0.0,0.0
2017-04-21,1000000,290982.51599999995,175706.41008457745,466688.9260845774,1466688.9260845773,143,1466688.9260845773,0.0,0.0
2017-04-28,1000000,349656.495,128862.05984492655,478518.5548449266,1478518.5548449266,224,1478518.5548449266,0.0,0.0
2017-05-05,1000000,383803.46499999997,89846.75889027772,473650.2238902777,1473650.2238902776,262,1478518.5548449266,-4868.33095464902,-0.3292708731112023
2017-05-12,1000000,376007.61699999997,97111.77972382453,473119.3967238245,1473119.3967238246,270,1478518.5548449266,-5399.158121102024,-0.36517351124269865
2017-05-19,1000000,373763.527,105607.7855279219,479371.31252792187,1479371.312527922,241,1479371.312527922,0.0,0.0
2017-05-26,1000000,372583.55199999997,116498.96049751513,489082.51249751507,1489082.512497515,240,1489082.512497515,0.0,0.0
2017-06-02,1000000,374632.061,125318.59051995011,499950.65151995013,1499950.65151995,233,1499950.65151995,0.0,0.0
2017-06-09,1000000,373860.855,138701.43152511743,512562.2865251174,1512562.2865251175,250,1512562.2865251175,0.0,0.0
2017-06-16,1000000,407728.00299999997,117634.4298992914,525362.4328992914,1525362.4328992914,229,1525362.4328992914,0.0,0.0
2017-06-23,1000000,423612.114,115443.08382299324,539055.1978229933,1539055.1978229932,218,1539055.1978229932,0.0,0.0
2017-06-30,1000000,436337.22399999993,116523.80080537916,552861.0248053791,1552861.024805379,222,1552861.024805379,0.0,0.0
2017-07-07,1000000,449387.302,113936.56542369458,563323.8674236946,1563323.8674236946,193,1563323.8674236946,0.0,0.0
2017-07-14,1000000,482732.27499999997,89333.3673920958,572065.6423920958,1572065.6423920956,180,1572065.6423920956,0.0,0.0
2017-07-21,1000000,475193.186,98231.77004242619,573424.9560424262,1573424.9560424262,221,1573424.9560424262,0.0,0.0
2017-07-28,1000000,487240.956,79166.36549303815,566407.3214930382,1566407.3214930382,232,1573424.9560424262,-7017.6345493879635,-0.44601012094273274
2017-08-04,1000000,490555.463,68458.47027728384,559013.9332772838,1559013.9332772838,198,1573424.9560424262,-14411.022765142377,-0.9159014994518617
2017-08-11,1000000,485854.75399999996,76148.55240438526,562003.3064043853,1562003.3064043853,159,1573424.9560424262,-11421.649638040923,-0.7259100342967324
2017-08-18,1000000,480747.066,88776.50473368802,569523.5707336881,1569523.570733688,124,1573424.9560424262,-3901.3853087380994,-0.2479549656153351
2017-08-25,1000000,480589.64100000006,101836.11069131308,582425.7516913131,1582425.751691313,118,1582425.751691313,0.0,0.0
2017-09-01,1000000,477454.81100000005,119259.32721533347,596714.1382153335,1596714.1382153335,144,1596714.1382153335,0.0,0.0
2017-09-08,1000000,479013.36100000003,132397.17291759624,611410.5339175963,1611410.5339175963,201,1611410.5339175963,0.0,0.0
2017-09-15,1000000,489627.58900000004,135514.01027239807,625141.599272398,1625141.599272398,261,1625141.599272398,0.0,0.0
2017-09-22,1000000,488658.402,151577.37889898568,640235.7808989857,1640235.7808989857,273,1640235.7808989857,0.0,0.0
2017-09-29,1000000,482979.138,175295.80296140237,658274.9409614024,1658274.9409614024,259,1658274.9409614024,0.0,0.0
2017-10-06,1000000,494695.278,181086.64846315776,675781.9264631578,1675781.9264631579,283,1675781.9264631579,0.0,0.0
2017-10-13,1000000,489803.288,200362.1423184162,690165.4303184162,1690165.430318416,292,1690165.430318416,0.0,0.0
2017-10-20,1000000,486828.80500000005,217749.45520685383,704578.2602068539,1704578.260206854,278,1704578.260206854,0.0,0.0
2017-10-27,1000000,530047.315,188088.96064082373,718136.2756408236,1718136.2756408236,248,1718136.2756408236,0.0,0.0
2017-11-03,1000000,558305.3840000001,177934.7100152833,736240.0940152834,1736240.0940152835,205,1736240.0940152835,0.0,0.0
2017-11-10,1000000,577765.262,175106.03486601892,752871.2968660189,1752871.2968660188,187,1752871.2968660188,0.0,0.0
2017-11-17,1000000,577767.565,193594.13177503194,771361.6967750319,1771361.6967750317,187,1771361.6967750317,0.0,0.0
2017-11-24,1000000,603269.3879999999,185561.87156783766,788831.2595678376,1788831.2595678377,196,1788831.2595678377,0.0,0.0
2017-12-01,1000000,609860.1699999999,194899.60667414113,804759.7766741411,1804759.7766741412,210,1804759.7766741412,0.0,0.0
2017-12-08,1000000,620004.9890000001,197645.00439147218,817649.9933914723,1817649.9933914724,205,1817649.9933914724,0.0,0.0
2017-12-15,1000000,635262.379,194565.50370550054,829827.8827055005,1829827.8827055003,201,1829827.8827055003,0.0,0.0
2017-12-22,1000000,651840.2509999999,191911.0955786252,843751.3465786251,1843751.346578625,205,1843751.346578625,0.0,0.0
2017-12-29,1000000,667594.5329999999,189058.49984811412,856653.032848114,1856653.0328481141,194,1856653.0328481141,0.0,0.0
2018-01-05,1000000,685796.664,189366.47380666848,875163.1378066684,1875163.1378066684,207,1875163.1378066684,0.0,0.0
2018-01-12,1000000,702513.3929999999,186572.3312654086,889085.7242654085,1889085.7242654085,236,1889085.7242654085,0.0,0.0
2018-01-19,1000000,744128.8360000001,153362.09512028316,897490.9311202833,1897490.9311202834,279,1897490.9311202834,0.0,0.0
2018-01-26,1000000,746003.55,155315.77895247456,901319.3289524746,1901319.3289524745,293,1901319.3289524745,0.0,0.0
2018-02-02,1000000,749393.561,151459.0797775896,900852.6407775895,1900852.6407775895,253,1901319.3289524745,-466.68817488499917,-0.024545491532036307
2018-02-09,1000000,725380.12,185766.0935917509,911146.213591751,1911146.213591751,151,1911146.213591751,0.0,0.0
2018-02-16,1000000,730436.028,201196.9931959979,931633.021195998,1931633.021195998,117,1931633.021195998,0.0,0.0
2018-02-23,1000000,724651.425,226631.5156451255,951282.9406451256,1951282.9406451257,131,1951282.9406451257,0.0,0.0
2018-03-02,1000000,729952.2350000001,245090.06887202797,975042.3038720281,1975042.3038720281,155,1975042.3038720281,0.0,0.0
2018-03-09,1000000,732037.131,272455.7485866953,1004492.8795866953,2004492.8795866952,176,2004492.8795866952,0.0,0.0
2018-03-16,1000000,823068.605,202160.73657478308,1025229.3415747831,2025229.341574783,277,2025229.341574783,0.0,0.0
2018-03-23,1000000,835659.755,194306.1698431055,1029965.9248431055,2029965.9248431055,277,2029965.9248431055,0.0,0.0
2018-03-30,1000000,835779.071,210220.8915125273,1045999.9625125274,2045999.9625125274,183,2045999.9625125274,0.0,0.0
2018-04-06,1000000,836428.234,238066.3540231589,1074494.588023159,2074494.588023159,140,2074494.588023159,0.0,0.0
2018-04-13,1000000,851505.452,254788.84060600583,1106294.292606006,2106294.292606006,148,2106294.292606006,0.0,0.0
2018-04-20,1000000,868192.587,268123.3370250914,1136315.9240250913,2136315.9240250913,192,2136315.9240250913,0.0,0.0
2018-04-27,1000000,875291.557,291516.6021484934,1166808.1591484933,2166808.1591484933,209,2166808.1591484933,0.0,0.0
2018-05-04,1000000,876049.4909999999,323166.33538713737,1199215.8263871372,2199215.826387137,197,2199215.826387137,0.0,0.0
2018-05-11,1000000,866124.534,370020.15531119297,1236144.6893111928,2236144.689311193,222,2236144.689311193,0.0,0.0
2018-05-18,1000000,888807.8450000001,386551.07945246715,1275358.9244524674,2275358.9244524674,266,2275358.9244524674,0.0,0.0
2018-05-25,1000000,880157.396,433011.80213906645,1313169.1981390663,2313169.1981390663,268,2313169.1981390663,0.0,0.0
2018-06-01,1000000,879703.796,475797.64168408257,1355501.4376840824,2355501.4376840824,284,2355501.4376840824,0.0,0.0
2018-06-08,1000000,916781.4140000001,480995.2710654797,1397776.68506548,2397776.68506548,298,2397776.68506548,0.0,0.0
2018-06-15,1000000,939206.719,496052.55636980303,1435259.275369803,2435259.275369803,304,2435259.275369803,0.0,0.0
2018-06-22,1000000,928982.1170000001,543561.4125846564,1472543.5295846565,2472543.5295846565,290,2472543.5295846565,0.0,0.0
2018-06-29,1000000,948416.3940000001,563331.6281070854,1511748.0221070854,2511748.022107085,243,2511748.022107085,0.0,0.0
2018-07-06,1000000,982794.612,568700.815085951,1551495.427085951,2551495.427085951,199,2551495.427085951,0.0,0.0
2018-07-13,1000000,1010528.6910000001,581244.5827037286,1591773.2737037288,2591773.273703729,207,2591773.273703729,0.0,0.0
2018-07-20,1000000,1040780.0719999999,589079.5610830723,1629859.6330830723,2629859.6330830725,226,2629859.6330830725,0.0,0.0
2018-07-27,1000000,1044332.828,616635.7970024607,1660968.6250024606,2660968.6250024606,234,2660968.6250024606,0.0,0.0
2018-08-03,1000000,1188169.405,501282.9748001506,1689452.3798001506,2689452.3798001506,178,2689452.3798001506,0.0,0.0
2018-08-10,1000000,1243201.399,469541.91885984055,1712743.3178598406,2712743.3178598406,178,2712743.3178598406,0.0,0.0
2018-08-17,1000000,1251584.486,485923.84408645425,1737508.3300864543,2737508.3300864543,200,2737508.3300864543,0.0,0.0
2018-08-24,1000000,1248257.896,515206.2227389884,1763464.1187389884,2763464.1187389884,202,2763464.1187389884,0.0,0.0
2018-08-31,1000000,1430023.178,353022.9248876625,1783046.1028876626,2783046.1028876626,254,2783046.1028876626,0.0,0.0
2018-09-07,1000000,1423057.244,367700.78045998845,1790758.0244599883,2790758.0244599883,264,2790758.0244599883,0.0,0.0
2018-09-14,1000000,1450693.36,346775.4596033017,1797468.8196033018,2797468.8196033016,225,2797468.8196033016,0.0,0.0
2018-09-21,1000000,1467883.3280000002,336352.7256479928,1804236.0536479931,2804236.053647993,209,2804236.053647993,0.0,0.0
2018-09-28,1000000,1478446.922,327787.521304303,1806234.443304303,2806234.443304303,210,2806234.443304303,0.0,0.0
2018-10-05,1000000,1696208.307,98818.52719216592,1795026.8341921659,2795026.834192166,187,2806234.443304303,-11207.609112136997,-0.39938249417750676
2018-10-12,1000000,1744864.0,34535.98829150819,1779399.9882915083,2779399.9882915085,67,2806234.443304303,-26834.455012794584,-0.9562442324383055
2018-10-19,1000000,1738544.182,32119.147317472416,1770663.3293174724,2770663.3293174724,63,2806234.443304303,-35571.11398683069,-1.2675745631910278
2018-10-26,1000000,1715220.809,53984.026378448674,1769204.8353784485,2769204.8353784485,59,2806234.443304303,-37029.60792585462,-1.319547909270644
2018-11-02,1000000,1717091.526,51106.25755333551,1768197.7835533356,2768197.783553336,58,2806234.443304303,-38036.65975096729,-1.3554341420661788
2018-11-09,1000000,1709970.548,49224.846081651456,1759195.3940816515,2759195.3940816512,136,2806234.443304303,-47039.04922265187,-1.6762337635363076
2018-11-16,1000000,1703279.1609999998,30716.457742849343,1733995.6187428492,2733995.618742849,131,2806234.443304303,-72238.82456145389,-2.5742262815502204
2018-11-23,1000000,1759928.4390000002,-45152.66643859805,1714775.7725614023,2714775.772561402,116,2806234.443304303,-91458.67074290104,-3.2591243743416425
2018-11-30,1000000,1758847.119,-61186.23999656936,1697660.8790034305,2697660.8790034307,150,2806234.443304303,-108573.56430087239,-3.86901260370208
2018-12-07,1000000,1733530.426,-71050.22336408935,1662480.2026359106,2662480.2026359104,165,2806234.443304303,-143754.24066839274,-5.122673945200532
2018-12-14,1000000,1711197.508,-81335.18668292285,1629862.3213170771,2629862.321317077,144,2806234.443304303,-176372.12198722595,-6.285010235265667
2018-12-21,1000000,1642087.993,-30181.390329733942,1611906.602670266,2611906.6026702663,91,2806234.443304303,-194327.8406340368,-6.924861217411986
2018-12-28,1000000,1630611.682,-22547.834771214173,1608063.8472287857,2608063.847228786,60,2806234.443304303,-198170.59607551713,-7.06179758246335
2019-01-04,1000000,1630288.9019999998,-23137.23730923408,1607151.6646907658,2607151.6646907656,70,2806234.443304303,-199082.77861353755,-7.094303153770726
2019-01-11,1000000,1630317.186,-21286.845792224387,1609030.3402077756,2609030.3402077756,117,2806234.443304303,-197204.1030965275,-7.027356661773503
2019-01-18,1000000,1624454.864,-1936.840724900123,1622518.0232751,2622518.0232750997,274,2806234.443304303,-183716.4200292034,-6.546723865767958
2019-01-25,1000000,1620737.6069999998,27966.080569226964,1648703.6875692268,2648703.687569227,290,2806234.443304303,-157530.75573507603,-5.6135992525836755
2019-02-01,1000000,1621543.332,48895.28908771736,1670438.6210877174,2670438.6210877174,335,2806234.443304303,-135795.82221658574,-4.839076169868687
2019-02-08,1000000,1621686.5320000001,71017.89663727662,1692704.4286372766,2692704.4286372764,356,2806234.443304303,-113530.0146670267,-4.045635422154773
2019-02-15,1000000,1604685.6400000001,114655.59388085234,1719341.2338808523,2719341.2338808523,358,2806234.443304303,-86893.20942345075,-3.0964344276643962
2019-02-22,1000000,1597378.1570000001,149829.2745003209,1747207.431500321,2747207.4315003213,365,2806234.443304303,-59027.01180398185,-2.103424107875974
2019-03-01,1000000,1588901.555,185632.50015058307,1774534.055150583,2774534.055150583,351,2806234.443304303,-31700.38815372018,-1.129641474872406
2019-03-08,1000000,1583404.924,222854.934699926,1806259.8586999262,2806259.858699926,340,2806259.858699926,0.0,0.0
2019-03-15,1000000,1625827.506,209154.81151298355,1834982.3175129837,2834982.3175129835,262,2834982.3175129835,0.0,0.0
2019-03-22,1000000,1640046.2340000002,223610.10053248002,1863656.3345324802,2863656.33453248,243,2863656.33453248,0.0,0.0
2019-03-29,1000000,1671132.121,219867.0609014923,1890999.1819014924,2890999.181901492,188,2890999.181901492,0.0,0.0
2019-04-05,1000000,1681596.551,233477.02640390466,1915073.5774039046,2915073.577403905,197,2915073.577403905,0.0,0.0
2019-04-12,1000000,1721499.107,210691.4140015492,1932190.5210015492,2932190.5210015494,222,2932190.5210015494,0.0,0.0
2019-04-19,1000000,1743927.743,200697.25734146236,1944625.0003414624,2944625.0003414624,218,2944625.0003414624,0.0,0.0
2019-04-26,1000000,1759942.823,196839.4722208149,1956782.295220815,2956782.295220815,226,2956782.295220815,0.0,0.0
2019-05-03,1000000,1761807.219,206329.55480271234,1968136.7738027123,2968136.7738027126,230,2968136.7738027126,0.0,0.0
2019-05-10,1000000,1783769.937,194091.29845210706,1977861.235452107,2977861.235452107,222,2977861.235452107,0.0,0.0
2019-05-17,1000000,1799328.5300000003,188789.69291220763,1988118.222912208,2988118.222912208,191,2988118.222912208,0.0,0.0
2019-05-24,1000000,1804969.315,194349.02907616494,1999318.344076165,2999318.344076165,162,2999318.344076165,0.0,0.0
2019-05-31,1000000,1805835.715,209045.1929742407,2014880.9079742408,3014880.907974241,164,3014880.907974241,0.0,0.0
2019-06-07,1000000,1822550.151,208195.8769956187,2030746.0279956188,3030746.027995619,144,3030746.027995619,0.0,0.0
2019-06-14,1000000,1838058.735,210594.32103535527,2048653.0560353554,3048653.0560353557,162,3048653.0560353557,0.0,0.0
2019-06-21,1000000,1860681.705,208129.5705011202,2068811.2755011204,3068811.2755011204,205,3068811.2755011204,0.0,0.0
2019-06-28,1000000,1869470.9309999999,213609.58893309138,2083080.5199330912,3083080.5199330915,218,3083080.5199330915,0.0,0.0
2019-07-05,1000000,1883313.875,203051.45434112457,2086365.3293411245,3086365.3293411247,251,3086365.3293411247,0.0,0.0
2019-07-12,1000000,1875059.204,209256.324105044,2084315.5281050438,3084315.528105044,260,3086365.3293411247,-2049.801236080937,-0.066414731159468
