symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
PDFS,2017-04-01,2017-05-01,22.62,17.58,442,-2227.680000000001,-22.28116710875333,momentum_exit
SSRM,2017-04-01,2017-05-01,10.61,10.12,942,-461.5800000000002,-4.618284637134784,momentum_exit
ARLP,2017-04-01,2017-05-01,21.65,23.1,461,668.4500000000013,6.6974595842956175,momentum_exit
BKR,2017-04-01,2017-05-01,42.32,42.21,236,-25.959999999999866,-0.25992438563327,momentum_exit
BOOM,2017-04-01,2017-05-01,12.4,14.45,806,1652.299999999999,16.532258064516125,momentum_exit
LFMD,2017-04-01,2017-05-01,2.49,2.1,4016,-1566.2400000000005,-15.662650602409645,momentum_exit
CECO,2017-04-01,2017-06-01,10.51,9.49,951,-970.0199999999996,-9.705042816365362,momentum_exit
SKYW,2017-04-01,2017-06-01,34.25,35.05,291,232.79999999999916,2.335766423357666,momentum_exit
SMMT,2017-04-01,2017-06-01,13.28,10.53,753,-2070.75,-20.707831325301207,momentum_exit
WING,2017-04-01,2017-06-01,13.06,13.66,765,458.9999999999997,4.594180704441042,momentum_exit
VRNS,2017-04-01,2017-06-01,10.6,12.08,943,1395.6400000000003,13.962264150943394,momentum_exit
SLM,2017-04-01,2017-06-01,12.1,10.32,826,-1470.2799999999995,-14.710743801652892,momentum_exit
BBSI,2017-04-01,2017-06-01,13.66,14.46,732,585.6000000000005,5.856515373352855,momentum_exit
NSSC,2017-05-01,2017-06-01,5.25,4.78,1904,-894.8799999999995,-8.952380952380945,momentum_exit
CRESY,2017-04-01,2017-07-01,18.19,17.62,549,-312.9300000000002,-3.133589884551957,momentum_exit
CYTK,2017-04-01,2017-07-01,12.85,12.1,778,-583.5,-5.836575875486383,momentum_exit
CRNT,2017-04-01,2017-07-01,3.27,2.55,3058,-2201.7600000000007,-22.018348623853214,momentum_exit
NSIT,2017-05-01,2017-07-01,42.28,39.99,236,-540.4399999999998,-5.416272469252603,momentum_exit
TER,2017-05-01,2017-07-01,35.78,30.03,279,-1604.25,-16.070430408049184,momentum_exit
TATT,2017-06-01,2017-07-01,12.2,10.2,819,-1638.0,-16.393442622950815,momentum_exit
LFMD,2017-06-01,2017-07-01,1.8,1.5,5555,-1666.5000000000002,-16.666666666666675,momentum_exit
EXPI,2017-04-01,2017-08-01,1.83,1.64,5464,-1038.160000000001,-10.382513661202196,momentum_exit
FATE,2017-04-01,2017-08-01,4.55,2.72,2197,-4020.5099999999993,-40.21978021978021,momentum_exit
IDXX,2017-04-01,2017-08-01,154.61,154.68,64,4.479999999999563,0.04527520858934597,momentum_exit
AMKR,2017-04-01,2017-08-01,11.18,9.08,894,-1877.3999999999996,-18.783542039355993,momentum_exit
PRDO,2017-04-01,2017-08-01,8.7,8.32,1149,-436.61999999999887,-4.367816091954014,momentum_exit
CASH,2017-04-01,2017-08-01,29.5,23.55,338,-2011.0999999999997,-20.169491525423723,momentum_exit
STX,2017-05-01,2017-08-01,42.18,33.37,237,-2087.9700000000007,-20.88667614983405,momentum_exit
CRUS,2017-05-01,2017-08-01,65.18,63.08,153,-321.3000000000013,-3.2218471923903147,momentum_exit
MRVL,2017-06-01,2017-08-01,17.78,15.77,562,-1129.6200000000008,-11.304836895388082,momentum_exit
CDZI,2017-04-01,2017-09-01,15.05,9.7,664,-3552.400000000001,-35.54817275747509,momentum_exit
VSA,2017-04-01,2017-09-01,92.6,71.35,107,-2273.75,-22.948164146868255,momentum_exit
MELI,2017-04-01,2017-09-01,211.47,251.91,47,1900.6799999999998,19.12327989785785,momentum_exit
NGNE,2017-05-01,2017-09-01,295.0,293.4,33,-52.80000000000075,-0.5423728813559348,momentum_exit
VECO,2017-05-01,2017-09-01,34.15,19.4,292,-4307.0,-43.1918008784773,momentum_exit
QMCO,2017-05-01,2017-09-01,164.0,111.2,60,-3168.0,-32.195121951219505,momentum_exit
STKL,2017-06-01,2017-09-01,9.45,8.6,1058,-899.2999999999996,-8.994708994708988,momentum_exit
OCUL,2017-07-01,2017-09-01,9.27,6.46,1078,-3029.1799999999994,-30.312837108953616,momentum_exit
GSAT,2017-07-01,2017-09-01,31.95,30.0,312,-608.3999999999997,-6.103286384976525,momentum_exit
ANGI,2017-07-01,2017-09-01,127.9,119.7,78,-639.6000000000003,-6.411258795934327,momentum_exit
STAA,2017-07-01,2017-09-01,10.8,12.0,925,1109.9999999999993,11.111111111111093,momentum_exit
ISSC,2017-07-01,2017-09-01,3.25,2.37,3076,-2706.8799999999997,-27.076923076923077,momentum_exit
MMYT,2017-04-01,2017-10-01,34.6,28.75,289,-1690.6500000000003,-16.907514450867055,momentum_exit
LINC,2017-06-01,2017-10-01,3.44,2.5,2906,-2731.64,-27.32558139534884,momentum_exit
SYPR,2017-07-01,2017-10-01,1.65,1.44,6060,-1272.5999999999997,-12.72727272727272,momentum_exit
SMMT,2017-08-01,2017-10-01,13.92,12.55,718,-983.6599999999994,-9.841954022988498,momentum_exit
FATE,2017-09-01,2017-10-01,3.87,3.96,2583,232.46999999999963,2.3255813953488413,momentum_exit
MEOH,2017-09-01,2017-10-01,51.85,50.3,192,-297.6000000000008,-2.989392478302799,momentum_exit
TVTX,2017-09-01,2017-10-01,24.63,24.89,406,105.56000000000063,1.055623223710933,momentum_exit
AVXL,2017-09-01,2017-10-01,4.72,4.14,2118,-1228.44,-12.288135593220339,momentum_exit
LOGI,2017-04-01,2017-11-01,31.87,35.98,313,1286.4299999999987,12.896140571069958,momentum_exit
KRNT,2017-04-01,2017-11-01,19.1,15.55,523,-1856.6500000000003,-18.586387434554975,momentum_exit
IDN,2017-06-01,2017-11-01,4.2,2.19,2380,-4783.8,-47.85714285714286,momentum_exit
EWBC,2017-07-01,2017-11-01,58.58,59.73,170,195.49999999999977,1.963127347217486,momentum_exit
SLM,2017-07-01,2017-11-01,11.5,10.48,869,-886.3799999999997,-8.869565217391296,momentum_exit
ARQ,2017-08-01,2017-11-01,11.21,11.8,892,526.2799999999999,5.263157894736836,momentum_exit
LFMD,2017-09-01,2017-11-01,1.88,2.05,5319,904.2299999999997,9.042553191489366,momentum_exit
CENX,2017-04-01,2017-12-01,12.69,13.38,788,543.720000000001,5.437352245862903,momentum_exit
WLDN,2017-04-01,2017-12-01,32.26,25.17,309,-2190.809999999999,-21.97768133911965,momentum_exit
MASI,2017-04-01,2017-12-01,93.26,88.88,107,-468.66000000000105,-4.696547287154207,momentum_exit
WIX,2017-04-01,2017-12-01,67.9,53.7,147,-2087.4000000000005,-20.91310751104566,momentum_exit
AMD,2017-04-01,2017-12-01,14.55,10.73,687,-2624.34,-26.254295532646044,momentum_exit
TRUE,2017-04-01,2017-12-01,15.47,12.07,646,-2196.4,-21.978021978021978,momentum_exit
LITS,2017-07-01,2017-12-01,46.05,43.45,217,-564.1999999999988,-5.646036916395214,momentum_exit
LPLA,2017-07-01,2017-12-01,42.46,52.94,235,2462.7999999999993,24.682053697597727,momentum_exit
MVIS,2017-09-01,2017-12-01,2.3,1.63,4347,-2912.49,-29.130434782608695,momentum_exit
ARCB,2017-09-01,2017-12-01,30.05,36.9,332,2274.1999999999994,22.795341098169718,momentum_exit
CDZI,2017-10-01,2017-12-01,12.7,13.6,787,708.3000000000003,7.086614173228356,momentum_exit
SKYW,2017-10-01,2017-12-01,43.9,50.8,227,1566.2999999999997,15.717539863325737,momentum_exit
VSEC,2017-10-01,2017-12-01,56.86,47.37,175,-1660.7500000000005,-16.69011607456912,momentum_exit
FATE,2017-11-01,2017-12-01,4.69,4.39,2132,-639.6000000000015,-6.396588486140741,momentum_exit
BOOM,2017-11-01,2017-12-01,21.55,20.9,464,-301.600000000001,-3.0162412993039567,momentum_exit
FOXF,2017-04-01,2018-01-01,28.7,38.85,348,3532.2000000000007,35.365853658536594,momentum_exit
VICR,2017-05-01,2018-01-01,17.95,20.9,557,1643.1499999999996,16.434540389972142,momentum_exit
FBNC,2017-07-01,2018-01-01,31.26,35.31,319,1291.9500000000003,12.955854126679455,momentum_exit
TSLA,2017-09-01,2018-01-01,23.69,20.76,422,-1236.4599999999998,-12.368087800759808,momentum_exit
CRVL,2017-11-01,2018-01-01,18.78,17.63,532,-611.8000000000011,-6.123535676251346,momentum_exit
GSAT,2017-11-01,2018-01-01,24.9,19.65,401,-2105.25,-21.084337349397586,momentum_exit
AVGO,2017-12-01,2018-01-01,27.16,25.69,368,-540.9599999999996,-5.41237113402061,momentum_exit
COHR,2017-04-01,2018-02-01,36.05,43.68,277,2113.5100000000007,21.165048543689323,momentum_exit
AAOI,2017-04-01,2018-02-01,56.15,33.49,178,-4033.4799999999996,-40.35618878005343,momentum_exit
EHTH,2017-08-01,2018-02-01,17.0,16.61,588,-229.32000000000033,-2.2941176470588243,momentum_exit
SVRA,2017-11-01,2018-02-01,9.23,11.86,1083,2848.289999999999,28.494041170097507,momentum_exit
ENPH,2017-12-01,2018-02-01,2.9,2.17,3448,-2517.04,-25.172413793103445,momentum_exit
CENX,2018-01-01,2018-02-01,19.64,22.83,509,1623.709999999999,16.242362525458233,momentum_exit
TSEM,2017-04-01,2018-03-01,23.05,28.4,433,2316.5499999999993,23.21041214750541,momentum_exit
LNTH,2017-04-01,2018-03-01,12.5,14.85,800,1879.9999999999998,18.799999999999994,momentum_exit
RUSHA,2017-04-01,2018-03-01,14.7,18.62,680,2665.6000000000013,26.666666666666682,momentum_exit
AUPH,2017-04-01,2018-03-01,7.34,5.09,1362,-3064.5,-30.65395095367848,momentum_exit
STRL,2017-04-01,2018-03-01,9.25,12.04,1081,3015.989999999999,30.162162162162144,momentum_exit
OMER,2017-07-01,2018-03-01,19.91,9.83,502,-5060.16,-50.62782521346057,momentum_exit
PPC,2017-11-01,2018-03-01,23.19,16.53,431,-2870.46,-28.719275549805946,momentum_exit
HIMX,2017-12-01,2018-03-01,13.41,8.03,745,-4008.1000000000004,-40.1193139448173,momentum_exit
PCTY,2018-02-01,2018-03-01,51.46,46.6,194,-942.8399999999999,-9.444228527011267,momentum_exit
RIGL,2018-02-01,2018-03-01,40.1,37.0,249,-771.9000000000003,-7.730673316708236,momentum_exit
FIZZ,2017-04-01,2018-04-01,30.82,33.81,324,968.7600000000007,9.701492537313449,momentum_exit
SLP,2017-06-01,2018-04-01,12.95,14.75,772,1389.6000000000006,13.899613899613916,momentum_exit
ONCY,2017-10-01,2018-04-01,4.97,4.87,2012,-201.19999999999928,-2.012072434607637,momentum_exit
PLUG,2017-11-01,2018-04-01,2.82,1.89,3546,-3297.7799999999997,-32.97872340425532,momentum_exit
ATXS,2018-03-01,2018-04-01,119.4,108.6,83,-896.400000000001,-9.045226130653273,momentum_exit
MKSI,2017-04-01,2018-05-01,68.75,105.5,145,5328.75,53.454545454545446,momentum_exit
AMAT,2017-04-01,2018-05-01,38.9,50.91,257,3086.5699999999997,30.87403598971723,momentum_exit
NVMI,2017-04-01,2018-05-01,18.59,26.44,537,4215.450000000001,42.22700376546531,momentum_exit
LRCX,2017-05-01,2018-05-01,14.92,19.04,670,2760.3999999999996,27.613941018766752,momentum_exit
TER,2017-08-01,2018-05-01,34.5,33.51,289,-286.1100000000006,-2.869565217391312,momentum_exit
SNBR,2017-11-01,2018-05-01,33.85,28.44,295,-1595.95,-15.982274741506641,momentum_exit
LRMR,2018-02-01,2018-05-01,85.8,81.72,116,-473.2799999999998,-4.7552447552447585,momentum_exit
EXTR,2017-04-01,2018-06-01,7.51,8.88,1331,1823.4700000000014,18.242343541944095,momentum_exit
CAMT,2017-04-01,2018-06-01,3.36,7.96,2976,13689.599999999999,136.9047619047619,momentum_exit
MMSI,2017-05-01,2018-06-01,33.95,52.0,294,5306.699999999999,53.16642120765831,momentum_exit
FRPT,2017-06-01,2018-06-01,16.0,22.35,625,3968.750000000001,39.68750000000001,momentum_exit
MAMA,2017-11-01,2018-06-01,1.22,0.91,8196,-2540.7599999999993,-25.409836065573764,momentum_exit
OPCH,2017-12-01,2018-06-01,10.16,10.44,984,275.51999999999936,2.7559055118110187,momentum_exit
MELI,2017-12-01,2018-06-01,272.91,296.66,36,855.0,8.702502656553435,momentum_exit
FIVE,2018-01-01,2018-06-01,66.32,71.39,150,760.5000000000011,7.644752714113401,momentum_exit
ANGI,2018-02-01,2018-06-01,134.1,152.7,74,1376.3999999999996,13.870246085011173,momentum_exit
EYPT,2018-05-01,2018-06-01,26.9,22.8,371,-1521.0999999999992,-15.241635687732336,momentum_exit
TREE,2017-06-01,2018-07-01,163.4,213.8,61,3074.4000000000005,30.844553243574047,momentum_exit
FSLR,2017-12-01,2018-07-01,60.3,52.66,165,-1260.6000000000001,-12.669983416252073,momentum_exit
CAR,2018-04-01,2018-07-01,36.84,22.5,271,-3886.140000000001,-38.92508143322476,momentum_exit
NVAX,2018-04-01,2018-07-01,42.0,26.8,238,-3617.6,-36.19047619047618,momentum_exit
FCEL,2018-05-01,2018-07-01,691.2,475.2,14,-3024.000000000001,-31.25000000000001,momentum_exit
NVDA,2017-04-01,2018-08-01,2.72,6.16,3676,12645.44,126.47058823529412,momentum_exit
SHOP,2017-04-01,2018-08-01,6.81,13.64,1468,10026.44,100.29368575624082,momentum_exit
SAIA,2017-06-01,2018-08-01,47.05,74.85,212,5893.599999999999,59.086078639744954,momentum_exit
DVAX,2017-10-01,2018-08-01,21.5,13.45,465,-3743.2500000000005,-37.441860465116285,momentum_exit
ASML,2017-11-01,2018-08-01,181.4,213.91,55,1788.0499999999995,17.921719955898553,momentum_exit
IBKR,2018-02-01,2018-08-01,16.7,15.13,598,-938.8599999999991,-9.401197604790411,momentum_exit
LPLA,2018-03-01,2018-08-01,63.0,67.07,158,643.0599999999989,6.460317460317455,momentum_exit
LITS,2018-06-01,2018-08-01,66.85,74.25,149,1102.6000000000008,11.069558713537786,momentum_exit
SLP,2018-07-01,2018-08-01,22.25,18.25,449,-1796.0,-17.97752808988764,momentum_exit
ON,2017-09-01,2018-09-01,17.25,21.34,579,2368.11,23.710144927536227,momentum_exit
RDNT,2018-02-01,2018-09-01,10.05,13.85,995,3780.999999999999,37.81094527363182,momentum_exit
SSSS,2018-04-01,2018-09-01,7.54,7.27,1326,-358.0200000000006,-3.5809018567639295,momentum_exit
PANW,2018-05-01,2018-09-01,32.35,38.52,309,1906.5300000000004,19.07264296754252,momentum_exit
BBSI,2018-07-01,2018-09-01,24.14,18.76,414,-2227.3199999999997,-22.286661143330566,momentum_exit
CRNT,2018-08-01,2018-09-01,4.04,3.23,2475,-2004.7500000000002,-20.049504950495045,momentum_exit
TRUP,2017-11-01,2018-10-01,28.05,32.26,356,1498.759999999999,15.008912655971463,momentum_exit
IOVA,2018-02-01,2018-10-01,16.5,11.12,606,-3260.2800000000007,-32.606060606060616,momentum_exit
ATEC,2018-05-01,2018-10-01,3.72,3.11,2688,-1639.6800000000007,-16.3978494623656,momentum_exit
ARCB,2018-06-01,2018-10-01,48.0,49.37,208,284.95999999999947,2.8541666666666687,momentum_exit
SVRA,2018-06-01,2018-10-01,9.69,10.62,1031,958.8299999999997,9.597523219814242,momentum_exit
TARA,2018-06-01,2018-10-01,92.0,74.0,108,-1944.0,-19.565217391304344,momentum_exit
PRDO,2018-07-01,2018-10-01,16.17,14.63,618,-951.7200000000006,-9.523809523809524,momentum_exit
SKYW,2018-09-01,2018-10-01,65.3,56.32,153,-1373.9399999999996,-13.751914241960183,momentum_exit
ALGN,2017-05-01,2018-11-01,133.68,230.95,74,7197.979999999999,72.76331538001195,momentum_exit
TQQQ,2017-05-01,2018-11-01,4.07,6.81,2457,6732.1799999999985,67.32186732186729,momentum_exit
XNET,2017-11-01,2018-11-01,12.01,6.38,832,-4684.16,-46.87760199833472,momentum_exit
LGND,2018-06-01,2018-11-01,122.84,106.8,81,-1299.2400000000005,-13.057635949202218,momentum_exit
AXGN,2017-04-01,2018-12-01,10.45,33.48,956,22016.679999999997,220.38277511961724,momentum_exit
PODD,2017-11-01,2018-12-01,58.42,83.93,171,4362.210000000001,43.666552550496405,momentum_exit
NBIX,2017-12-01,2018-12-01,73.6,88.27,135,1980.4500000000003,19.932065217391305,momentum_exit
TTGT,2017-12-01,2018-12-01,13.98,14.39,715,293.1500000000001,2.9327610872675214,momentum_exit
VRNS,2017-12-01,2018-12-01,17.45,19.3,573,1060.0500000000009,10.601719197707737,momentum_exit
CPRT,2018-04-01,2018-12-01,12.73,12.8,785,54.95000000000022,0.54988216810683,momentum_exit
APEI,2018-04-01,2018-12-01,43.0,31.64,232,-2635.52,-26.41860465116279,momentum_exit
MTRX,2018-06-01,2018-12-01,19.45,20.44,514,508.86000000000104,5.08997429305913,momentum_exit
LRMR,2018-06-01,2018-12-01,84.84,60.48,117,-2850.120000000001,-28.712871287128717,momentum_exit
EXPI,2017-12-01,2019-01-01,3.85,3.54,2597,-805.0700000000002,-8.051948051948054,momentum_exit
ASTH,2018-03-01,2019-01-01,20.37,19.85,490,-254.79999999999978,-2.5527736867943074,momentum_exit
VNOM,2018-05-01,2019-01-01,29.05,26.04,344,-1035.4400000000005,-10.361445783132538,momentum_exit
VNET,2018-07-01,2019-01-01,9.7,8.64,1030,-1091.7999999999986,-10.927835051546374,momentum_exit
ADMA,2018-08-01,2019-01-01,6.4,2.39,1562,-6263.62,-62.65625,momentum_exit
INOD,2018-12-01,2019-01-01,1.95,1.5,5128,-2307.6,-23.076923076923073,momentum_exit
OCUL,2018-12-01,2019-01-01,6.66,3.98,1501,-4022.6800000000003,-40.24024024024024,momentum_exit
CWST,2017-04-01,2019-02-01,14.11,30.08,708,11306.759999999998,113.1821403260099,momentum_exit
ENTA,2017-08-01,2019-02-01,38.5,81.86,259,11230.24,112.62337662337663,momentum_exit
AMZN,2018-03-01,2019-02-01,74.67,81.31,133,883.1200000000001,8.892460158028669,momentum_exit
CAMT,2018-09-01,2019-02-01,9.96,7.21,1004,-2761.000000000001,-27.610441767068284,momentum_exit
NVAX,2018-11-01,2019-02-01,38.0,46.0,263,2104.0,21.052631578947366,momentum_exit
ASND,2017-06-01,2019-03-01,23.83,69.31,419,19056.120000000003,190.85186739404114,momentum_exit
NFLX,2017-08-01,2019-03-01,18.2,35.73,549,9623.97,96.31868131868131,momentum_exit
VICR,2018-04-01,2019-03-01,28.55,32.68,350,1445.4999999999995,14.465849387040276,momentum_exit
BJRI,2018-08-01,2019-03-01,62.0,48.08,161,-2241.1200000000003,-22.451612903225804,momentum_exit
ANGI,2018-10-01,2019-03-01,222.6,163.8,44,-2587.1999999999994,-26.415094339622634,momentum_exit
MMSI,2018-11-01,2019-03-01,59.11,58.16,169,-160.55000000000047,-1.6071730671629259,momentum_exit
OPCH,2018-12-01,2019-03-01,15.8,13.16,632,-1668.4800000000005,-16.70886075949367,momentum_exit
ARQ,2019-02-01,2019-03-01,11.39,11.84,877,394.64999999999935,3.9508340649692553,momentum_exit
ALNT,2018-04-01,2019-04-01,26.5,23.24,377,-1229.0200000000007,-12.301886792452832,momentum_exit
BPOP,2018-12-01,2019-04-01,56.4,53.4,177,-531.0,-5.319148936170215,momentum_exit
AUPH,2019-01-01,2019-04-01,6.82,6.73,1466,-131.9399999999998,-1.319648093841641,momentum_exit
WLDN,2019-01-01,2019-04-01,34.98,37.25,285,646.9500000000008,6.489422527158384,momentum_exit
SSRM,2019-02-01,2019-04-01,13.77,12.32,726,-1052.6999999999996,-10.53013798111837,momentum_exit
AMTX,2019-02-01,2019-04-01,1.0,0.85,10000,-1500.0000000000002,-15.000000000000002,momentum_exit
VCEL,2017-09-01,2019-05-01,4.35,16.62,2298,28196.460000000003,282.06896551724145,momentum_exit
ISRG,2017-12-01,2019-05-01,132.22,165.68,75,2509.5000000000005,25.306307669036453,momentum_exit
EYPT,2018-08-01,2019-05-01,22.2,16.7,450,-2475.0,-24.774774774774777,momentum_exit
LNTH,2019-03-01,2019-05-01,23.75,23.84,421,37.889999999999944,0.3789473684210565,momentum_exit
OMER,2019-04-01,2019-05-01,17.24,19.14,580,1102.0000000000011,11.020881670533655,momentum_exit
VKTX,2017-11-01,2019-06-01,2.44,7.69,4098,21514.5,215.16393442622953,momentum_exit
CROX,2018-01-01,2019-06-01,12.64,19.32,791,5283.88,52.84810126582278,momentum_exit
RFIL,2018-02-01,2019-06-01,3.2,7.8,3125,14374.999999999998,143.75,momentum_exit
AXON,2018-03-01,2019-06-01,37.69,66.78,265,7708.850000000001,77.1822764659061,momentum_exit
STAA,2018-06-01,2019-06-01,30.3,23.17,330,-2352.8999999999996,-23.531353135313527,momentum_exit
TBCH,2018-06-01,2019-06-01,18.84,8.32,530,-5575.599999999999,-55.838641188959656,momentum_exit
CRNT,2018-11-01,2019-06-01,3.4,2.77,2941,-1852.8299999999997,-18.529411764705884,momentum_exit
LOCO,2018-12-01,2019-06-01,13.77,8.98,726,-3477.5399999999995,-34.78576615831517,momentum_exit
CLNE,2019-03-01,2019-06-01,2.22,2.67,4504,2026.7999999999988,20.270270270270263,momentum_exit
NSIT,2019-03-01,2019-06-01,56.45,51.48,177,-879.6900000000011,-8.804251550044295,momentum_exit
LITS,2019-04-01,2019-06-01,60.45,55.45,165,-825.0,-8.271298593879239,momentum_exit
QCOM,2019-05-01,2019-06-01,86.37,66.82,115,-2248.2500000000014,-22.635174250318414,momentum_exit
CAMT,2019-05-01,2019-06-01,9.98,7.89,1002,-2094.1800000000007,-20.941883767535074,momentum_exit
OLLI,2017-06-01,2019-07-01,43.65,85.97,229,9691.28,96.95303550973655,momentum_exit
FTNT,2018-08-01,2019-07-01,12.92,15.44,773,1947.9599999999996,19.5046439628483,momentum_exit
OCC,2018-10-01,2019-07-01,6.18,4.27,1618,-3090.38,-30.90614886731392,momentum_exit
ATRC,2018-11-01,2019-07-01,32.54,30.58,307,-601.7200000000003,-6.0233558696988325,momentum_exit
IPAR,2019-01-01,2019-07-01,65.57,64.65,152,-139.8399999999981,-1.4030806771389126,momentum_exit
SLNO,2019-06-01,2019-07-01,44.25,40.5,225,-843.75,-8.47457627118644,momentum_exit
BOOM,2018-04-01,2019-08-01,26.75,49.76,373,8582.73,86.01869158878503,momentum_exit
NTRA,2018-07-01,2019-08-01,18.82,28.08,531,4917.059999999999,49.20297555791711,momentum_exit
FIVE,2018-07-01,2019-08-01,97.71,110.13,102,1266.8400000000001,12.711083819465774,momentum_exit
LINC,2019-01-01,2019-08-01,3.2,1.85,3125,-4218.75,-42.1875,momentum_exit
SSYS,2019-07-01,2019-08-01,28.32,25.73,353,-914.27,-9.1454802259887,momentum_exit
AVXL,2019-07-01,2019-08-01,3.84,2.47,2604,-3567.479999999999,-35.67708333333333,momentum_exit
CDNA,2017-12-01,2019-09-01,7.12,22.82,1404,22042.8,220.5056179775281,momentum_exit
KALV,2018-09-01,2019-09-01,17.1,15.62,584,-864.3200000000013,-8.654970760233926,momentum_exit
SPSC,2018-10-01,2019-09-01,48.61,50.54,205,395.6499999999999,3.9703764657477825,momentum_exit
FOXF,2018-11-01,2019-09-01,63.18,72.04,158,1399.880000000001,14.02342513453625,momentum_exit
CECO,2018-12-01,2019-09-01,8.31,6.95,1203,-1636.0800000000004,-16.36582430806258,momentum_exit
FATE,2018-01-01,2019-10-01,6.11,14.54,1636,13791.48,137.97054009819965,momentum_exit
ENSG,2018-06-01,2019-10-01,36.74,40.2,272,941.1200000000002,9.417528579205236,momentum_exit
AMSC,2018-08-01,2019-10-01,5.8,7.62,1724,3137.6800000000003,31.379310344827594,momentum_exit
DXCM,2018-09-01,2019-10-01,36.1,37.21,277,307.46999999999986,3.0747922437673214,momentum_exit
AMD,2018-09-01,2019-10-01,25.17,28.76,397,1425.23,14.263011521652768,momentum_exit
CRMD,2018-10-01,2019-10-01,5.95,6.08,1680,218.3999999999998,2.184873949579824,momentum_exit
WIX,2018-12-01,2019-10-01,94.18,114.21,106,2123.1799999999985,21.26778509237628,momentum_exit
PACB,2018-12-01,2019-10-01,7.82,5.15,1278,-3412.2599999999998,-34.143222506393855,momentum_exit
VCEL,2019-07-01,2019-10-01,18.63,13.8,536,-2588.879999999999,-25.92592592592592,momentum_exit
POET,2019-08-01,2019-10-01,3.13,2.4,3194,-2331.62,-23.32268370607029,momentum_exit
AVGO,2019-09-01,2019-10-01,28.26,27.49,353,-271.8100000000011,-2.724699221514515,momentum_exit
PRDO,2019-09-01,2019-10-01,20.51,16.0,487,-2196.370000000001,-21.98927352510971,momentum_exit
RUN,2018-04-01,2019-11-01,8.93,15.59,1119,7452.54,74.58006718924972,momentum_exit
HROW,2018-11-01,2019-11-01,4.39,4.98,2277,1343.4300000000017,13.439635535307538,momentum_exit
MASI,2019-03-01,2019-11-01,134.45,147.51,74,966.4400000000002,9.713648196355518,momentum_exit
